178.98795,0.00E+00
179.36585,0.00E+00
179.74372,0.00E+00
180.12155,0.00E+00
180.49935,0.00E+00
180.87711,0.00E+00
181.25485,0.00E+00
181.63255,0.00E+00
182.01022,0.00E+00
182.38785,0.00E+00
182.76545,0.00E+00
183.14302,0.00E+00
183.52055,0.00E+00
183.89805,0.00E+00
184.27552,0.00E+00
184.65296,0.00E+00
185.03036,0.00E+00
185.40773,0.00E+00
185.78506,0.00E+00
186.16237,0.00E+00
186.53963,0.00E+00
186.91687,0.00E+00
187.29407,0.00E+00
187.67124,0.00E+00
188.04838,0.00E+00
188.42548,0.00E+00
188.80255,0.00E+00
189.17958,0.00E+00
189.55659,0.00E+00
189.93355,0.00E+00
190.31049,0.00E+00
190.68739,0.00E+00
191.06426,0.00E+00
191.4411,0.00E+00
191.8179,0.00E+00
192.19467,0.00E+00
192.5714,0.00E+00
192.94811,0.00E+00
193.32478,0.00E+00
193.70141,0.00E+00
194.07801,0.00E+00
194.45458,0.00E+00
194.83112,0.00E+00
195.20762,0.00E+00
195.58409,0.00E+00
195.96052,0.00E+00
196.33692,0.00E+00
196.71329,0.00E+00
197.08962,0.00E+00
197.46592,0.00E+00
197.84219,0.00E+00
198.21843,0.00E+00
198.59463,0.00E+00
198.97079,0.00E+00
199.34693,0.00E+00
199.72302,0.00E+00
200.09909,4.37E-04
200.47512,4.13E-04
200.85112,3.90E-04
201.22709,3.66E-04
201.60302,3.45E-04
201.97892,3.24E-04
202.35478,3.05E-04
202.73061,2.90E-04
203.10641,2.73E-04
203.48217,2.59E-04
203.8579,2.45E-04
204.2336,2.32E-04
204.60926,2.20E-04
204.98489,2.10E-04
205.36049,1.99E-04
205.73605,1.89E-04
206.11158,1.80E-04
206.48707,1.72E-04
206.86253,1.64E-04
207.23796,1.57E-04
207.61335,1.51E-04
207.98871,1.44E-04
208.36404,1.38E-04
208.73933,1.32E-04
209.11459,1.27E-04
209.48981,1.22E-04
209.865,1.17E-04
210.24016,1.13E-04
210.61528,1.09E-04
210.99037,1.05E-04
211.36543,1.01E-04
211.74045,9.75E-05
212.11544,9.41E-05
212.49039,9.10E-05
212.86531,8.79E-05
213.2402,8.52E-05
213.61505,8.26E-05
213.98987,8.00E-05
214.36466,7.75E-05
214.73941,7.52E-05
215.11413,7.33E-05
215.48881,7.12E-05
215.86346,6.93E-05
216.23807,6.74E-05
216.61266,6.55E-05
216.9872,6.37E-05
217.36172,6.19E-05
217.7362,6.03E-05
218.11064,5.86E-05
218.48506,5.71E-05
218.85943,5.56E-05
219.23378,5.42E-05
219.60809,5.29E-05
219.98236,5.15E-05
220.35661,5.03E-05
220.73081,4.91E-05
221.10499,4.80E-05
221.47913,4.69E-05
221.85323,4.57E-05
222.22731,4.47E-05
222.60134,4.37E-05
222.97535,4.26E-05
223.34932,4.15E-05
223.72325,4.04E-05
224.09715,3.95E-05
224.47102,3.85E-05
224.84486,3.76E-05
225.21866,3.67E-05
225.59242,3.58E-05
225.96615,3.50E-05
226.33985,3.42E-05
226.71351,3.34E-05
227.08714,3.27E-05
227.46074,3.20E-05
227.8343,3.13E-05
228.20782,3.06E-05
228.58131,2.99E-05
228.95477,2.93E-05
229.3282,2.87E-05
229.70159,2.81E-05
230.07494,2.75E-05
230.44826,2.70E-05
230.82155,2.64E-05
231.1948,2.59E-05
231.56802,2.54E-05
231.9412,2.50E-05
232.31435,2.45E-05
232.68747,2.40E-05
233.06055,2.36E-05
233.4336,2.31E-05
233.80661,2.27E-05
234.17959,2.23E-05
234.55253,2.19E-05
234.92544,2.15E-05
235.29832,2.10E-05
235.67116,2.06E-05
236.04397,2.02E-05
236.41674,1.99E-05
236.78948,1.96E-05
237.16218,1.92E-05
237.53485,1.89E-05
237.90749,1.86E-05
238.28009,1.82E-05
238.65265,1.79E-05
239.02519,1.76E-05
239.39768,1.74E-05
239.77015,1.71E-05
240.14258,1.69E-05
240.51497,1.66E-05
240.88733,1.63E-05
241.25966,1.60E-05
241.63195,1.58E-05
242.0042,1.56E-05
242.37642,1.53E-05
242.74861,1.51E-05
243.12077,1.49E-05
243.49288,1.46E-05
243.86497,1.44E-05
244.23702,1.42E-05
244.60903,1.40E-05
244.98101,1.38E-05
245.35296,1.36E-05
245.72487,1.34E-05
246.09675,1.32E-05
246.46859,1.30E-05
246.8404,1.29E-05
247.21217,1.27E-05
247.58391,1.25E-05
247.95561,1.24E-05
248.32728,1.22E-05
248.69891,1.21E-05
249.07051,1.19E-05
249.44208,1.18E-05
249.81361,1.16E-05
250.18511,1.15E-05
250.55657,1.13E-05
250.928,1.12E-05
251.29939,1.10E-05
251.67074,1.09E-05
252.04207,1.08E-05
252.41336,1.07E-05
252.78461,1.06E-05
253.15583,1.04E-05
253.52701,1.03E-05
253.89816,1.02E-05
254.26927,1.01E-05
254.64035,1.00E-05
255.0114,9.89E-06
255.38241,9.81E-06
255.75338,9.70E-06
256.12432,9.60E-06
256.49523,9.51E-06
256.8661,9.42E-06
257.23694,9.33E-06
257.60774,9.24E-06
257.97851,9.16E-06
258.34924,9.06E-06
258.71993,8.97E-06
259.0906,8.89E-06
259.46122,8.81E-06
259.83182,8.74E-06
260.20237,8.66E-06
260.5729,8.58E-06
260.94338,8.52E-06
261.31384,8.46E-06
261.68425,8.39E-06
262.05464,8.33E-06
262.42498,8.26E-06
262.7953,8.21E-06
263.16558,8.16E-06
263.53582,8.10E-06
263.90603,8.04E-06
264.2762,7.98E-06
264.64634,7.93E-06
265.01644,7.88E-06
265.38651,7.82E-06
265.75654,7.78E-06
266.12654,7.74E-06
266.49651,7.70E-06
266.86643,7.66E-06
267.23633,7.62E-06
267.60619,7.59E-06
267.97601,7.56E-06
268.3458,7.52E-06
268.71555,7.49E-06
269.08527,7.44E-06
269.45495,7.40E-06
269.8246,7.36E-06
270.19421,7.33E-06
270.56379,7.29E-06
270.93333,7.25E-06
271.30284,7.21E-06
271.67231,7.16E-06
272.04175,7.12E-06
272.41115,7.08E-06
272.78052,7.03E-06
273.14985,6.99E-06
273.51915,6.95E-06
273.88841,6.90E-06
274.25763,6.86E-06
274.62683,6.81E-06
274.99598,6.76E-06
275.3651,6.71E-06
275.73419,6.67E-06
276.10324,6.63E-06
276.47225,6.59E-06
276.84123,6.55E-06
277.21018,6.50E-06
277.57909,6.47E-06
277.94796,6.42E-06
278.3168,6.38E-06
278.6856,6.34E-06
279.05437,6.31E-06
279.4231,6.27E-06
279.7918,6.24E-06
280.16046,6.21E-06
280.52909,6.17E-06
280.89768,6.14E-06
281.26624,6.10E-06
281.63476,6.06E-06
282.00325,6.03E-06
282.3717,5.99E-06
282.74011,5.96E-06
283.10849,5.92E-06
283.47683,5.89E-06
283.84514,5.85E-06
284.21342,5.82E-06
284.58165,5.78E-06
284.94986,5.75E-06
285.31802,5.72E-06
285.68615,5.69E-06
286.05425,5.66E-06
286.42231,5.63E-06
286.79034,5.60E-06
287.15833,5.57E-06
287.52628,5.57E-06
287.8942,5.55E-06
288.26208,5.52E-06
288.62993,5.49E-06
288.99774,5.47E-06
289.36552,5.44E-06
289.73326,5.42E-06
290.10097,5.40E-06
290.46864,5.38E-06
290.83627,5.36E-06
291.20387,5.35E-06
291.57143,5.31E-06
291.93896,5.30E-06
292.30645,5.28E-06
292.67391,5.27E-06
293.04133,5.25E-06
293.40872,5.24E-06
293.77607,5.22E-06
294.14338,5.20E-06
294.51066,5.19E-06
294.8779,5.17E-06
295.24511,5.15E-06
295.61228,5.14E-06
295.97942,5.12E-06
296.34652,5.11E-06
296.71358,5.09E-06
297.08061,5.07E-06
297.44761,5.06E-06
297.81456,5.04E-06
298.18149,5.02E-06
298.54837,4.99E-06
298.91522,4.98E-06
299.28204,4.95E-06
299.64882,4.92E-06
300.01556,4.88E-06
300.38227,4.86E-06
300.74894,4.83E-06
301.11557,4.80E-06
301.48218,4.78E-06
301.84874,4.75E-06
302.21527,4.73E-06
302.58176,4.70E-06
302.94822,4.67E-06
303.31464,4.66E-06
303.68102,4.65E-06
304.04737,4.63E-06
304.41369,4.60E-06
304.77996,4.59E-06
305.14621,4.56E-06
305.51241,4.53E-06
305.87858,4.72E-06
306.24472,4.71E-06
306.61081,4.68E-06
306.97688,4.66E-06
307.3429,4.63E-06
307.70889,4.60E-06
308.07485,4.57E-06
308.44077,4.56E-06
308.80665,4.54E-06
309.1725,4.52E-06
309.53831,4.50E-06
309.90408,4.28E-06
310.26982,4.26E-06
310.63552,4.23E-06
311.00119,4.21E-06
311.36682,4.19E-06
311.73242,4.18E-06
312.09797,4.16E-06
312.4635,4.14E-06
312.82898,4.12E-06
313.19443,4.10E-06
313.55985,4.08E-06
